"强化规则ID
===
Id
===
int-cs","等级
===
Level
===
int-cs","需要经验
===
NeedExp
===
int-cs","属性成长0
===
AttrGrowUp0
===
float-cs","属性成长1
===
AttrGrowUp1
===
float-cs","属性成长2
===
AttrGrowUp2
===
float-cs","属性成长3
===
AttrGrowUp3
===
float-cs","属性成长4
===
AttrGrowUp4
===
float-cs","属性成长5
===
AttrGrowUp5
===
float-cs","属性成长6
===
AttrGrowUp6
===
float-cs","属性成长7
===
AttrGrowUp7
===
float-cs","属性成长8
===
AttrGrowUp8
===
float-cs","属性成长9
===
AttrGrowUp9
===
float-cs","属性成长10
===
AttrGrowUp10
===
float-cs","属性成长11
===
AttrGrowUp11
===
float-cs","属性成长12
===
AttrGrowUp12
===
float-cs","属性成长13
===
AttrGrowUp13
===
float-cs","属性成长14
===
AttrGrowUp14
===
float-cs","属性成长15
===
AttrGrowUp15
===
float-cs","属性成长16
===
AttrGrowUp16
===
float-cs","属性成长17
===
AttrGrowUp17
===
float-cs","属性成长18
===
AttrGrowUp18
===
float-cs","属性成长19
===
AttrGrowUp19
===
float-cs","属性成长20
===
AttrGrowUp20
===
float-cs","属性成长21
===
AttrGrowUp21
===
float-cs","属性成长22
===
AttrGrowUp22
===
float-cs","属性成长23
===
AttrGrowUp23
===
float-cs","属性成长24
===
AttrGrowUp24
===
float-cs","属性成长25
===
AttrGrowUp25
===
float-cs","属性成长26
===
AttrGrowUp26
===
float-cs","属性成长27
===
AttrGrowUp27
===
float-cs","属性成长28
===
AttrGrowUp28
===
float-cs","属性成长29
===
AttrGrowUp29
===
float-cs","属性成长30
===
AttrGrowUp30
===
float-cs","属性成长31
===
AttrGrowUp31
===
float-cs"
16003,4,125,65,36,207,0,0,0,5,0,8,4,8,8,21,21,22,22,15,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0
16004,5,137,75,41,231,0,0,0,6,0,9,5,9,9,23,23,24,24,16,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0
16005,6,150,83,45,260,0,0,0,6,0,10,5,10,10,26,26,27,27,18,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0
16006,7,162,91,49,286,0,0,0,7,0,11,6,11,11,28,28,29,29,19,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0
16007,8,175,99,53,313,0,0,0,7,0,12,6,12,12,30,30,32,32,21,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0
16008,9,200,109,57,341,0,0,0,7,0,13,7,13,13,33,33,35,35,22,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0
16009,10,225,117,63,366,0,0,0,8,0,14,7,14,14,35,35,37,37,24,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0
16010,11,375,140,78,461,0,0,0,12,0,18,9,18,18,46,46,48,48,33,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0
16011,12,750,148,83,488,0,0,0,13,0,19,10,19,19,48,48,50,50,34,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0
16012,13,1125,159,87,518,0,0,0,13,0,19,10,19,19,51,51,53,53,36,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0
16013,14,1500,166,91,545,0,0,0,14,0,20,10,20,20,53,53,55,55,37,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0
16014,15,1875,174,97,571,0,0,0,14,0,21,11,21,21,55,55,58,58,39,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0
16015,16,2375,182,101,599,0,0,0,14,0,22,11,22,22,58,58,61,61,40,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0
16016,17,2875,192,105,627,0,0,0,15,0,23,12,23,23,60,60,63,63,42,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0
16017,18,3625,200,109,656,0,0,0,15,0,24,12,24,24,63,63,66,66,43,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0
16018,19,4375,208,113,687,0,0,0,16,0,25,13,25,25,65,65,68,68,45,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0
16019,20,5125,218,119,714,0,0,0,16,0,26,13,26,26,68,68,71,71,46,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0
16020,21,6125,257,147,917,0,0,0,25,0,33,17,33,33,87,87,90,90,63,0,0,0,0,0,0,0,0,11,19,0,0,0,0,0
16021,22,7375,265,151,946,0,0,0,25,0,34,17,34,34,89,89,92,92,65,0,0,0,0,0,0,0,0,11,19,0,0,0,0,0
16022,23,8875,276,155,975,0,0,0,26,0,35,18,35,35,92,92,95,95,66,0,0,0,0,0,0,0,0,11,20,0,0,0,0,0
16023,24,10625,283,160,1004,0,0,0,26,0,36,18,36,36,94,94,97,97,68,0,0,0,0,0,0,0,0,11,20,0,0,0,0,0
16024,25,12625,291,164,1032,0,0,0,27,0,37,19,37,37,96,96,100,100,69,0,0,0,0,0,0,0,0,12,20,0,0,0,0,0
16025,26,14875,302,169,1064,0,0,0,27,0,38,19,38,38,99,99,103,103,71,0,0,0,0,0,0,0,0,12,20,0,0,0,0,0
16026,27,17375,309,174,1094,0,0,0,27,0,39,20,39,39,101,101,105,105,72,0,0,0,0,0,0,0,0,12,21,0,0,0,0,0
16027,28,20125,317,178,1124,0,0,0,28,0,40,20,40,40,104,104,108,108,74,0,0,0,0,0,0,0,0,12,21,0,0,0,0,0
16028,29,23125,328,182,1155,0,0,0,28,0,41,21,41,41,106,106,111,111,75,0,0,0,0,0,0,0,0,12,21,0,0,0,0,0
16029,30,26375,335,186,1183,0,0,0,29,0,42,21,42,42,109,109,113,113,77,0,0,0,0,0,0,0,0,12,22,0,0,0,0,0
16030,31,29875,393,228,1554,0,0,0,42,0,52,26,52,52,137,137,141,141,102,0,0,0,0,0,0,0,0,18,32,0,0,0,0,0
16031,32,33875,400,232,1585,0,0,0,43,0,53,27,53,53,140,140,143,143,103,0,0,0,0,0,0,0,0,18,32,0,0,0,0,0
16032,33,38125,411,237,1620,0,0,0,43,0,54,27,54,54,142,142,146,146,105,0,0,0,0,0,0,0,0,18,32,0,0,0,0,0
16033,34,42625,419,241,1652,0,0,0,43,0,55,28,55,55,145,145,149,149,107,0,0,0,0,0,0,0,0,19,32,0,0,0,0,0
16034,35,47375,429,246,1682,0,0,0,44,0,56,28,56,56,147,147,152,152,108,0,0,0,0,0,0,0,0,19,33,0,0,0,0,0
16035,36,52375,437,251,1713,0,0,0,44,0,57,29,57,57,150,150,154,154,110,0,0,0,0,0,0,0,0,19,33,0,0,0,0,0
16036,37,57625,447,255,1746,0,0,0,45,0,58,29,58,58,152,152,157,157,111,0,0,0,0,0,0,0,0,19,33,0,0,0,0,0
16037,38,63125,455,259,1778,0,0,0,45,0,59,30,59,59,155,155,160,160,113,0,0,0,0,0,0,0,0,19,34,0,0,0,0,0
16038,39,68875,463,265,1815,0,0,0,46,0,60,30,60,60,157,157,162,162,114,0,0,0,0,0,0,0,0,19,34,0,0,0,0,0
16039,40,75125,473,269,1846,0,0,0,46,0,61,31,61,61,160,160,165,165,116,0,0,0,0,0,0,0,0,20,34,0,0,0,0,0
16040,41,82000,549,323,2463,0,0,0,64,0,75,38,75,75,198,198,202,202,149,0,0,0,0,0,0,0,0,27,47,0,0,0,0,0
16041,42,89500,559,329,2497,0,0,0,65,0,76,38,76,76,201,201,205,205,151,0,0,0,0,0,0,0,0,27,48,0,0,0,0,0
16042,43,97625,567,333,2531,0,0,0,65,0,77,39,77,77,203,203,208,208,152,0,0,0,0,0,0,0,0,27,48,0,0,0,0,0
16043,44,106375,577,337,2566,0,0,0,66,0,78,39,78,78,206,206,211,211,154,0,0,0,0,0,0,0,0,28,48,0,0,0,0,0
16044,45,115125,585,343,2599,0,0,0,66,0,79,40,79,79,209,209,213,213,155,0,0,0,0,0,0,0,0,28,49,0,0,0,0,0
16045,46,124500,595,347,2639,0,0,0,67,0,80,40,80,80,211,211,216,216,157,0,0,0,0,0,0,0,0,28,49,0,0,0,0,0
16046,47,134500,603,351,2675,0,0,0,67,0,81,41,81,81,214,214,219,219,159,0,0,0,0,0,0,0,0,28,49,0,0,0,0,0
16047,48,145125,614,357,2710,0,0,0,68,0,82,41,82,82,216,216,221,221,160,0,0,0,0,0,0,0,0,28,49,0,0,0,0,0
16048,49,156375,621,361,2746,0,0,0,68,0,83,42,83,83,219,219,224,224,162,0,0,0,0,0,0,0,0,28,50,0,0,0,0,0
16049,50,168875,632,365,2781,0,0,0,68,0,84,42,84,84,221,221,227,227,163,0,0,0,0,0,0,0,0,29,50,0,0,0,0,0
16050,51,183875,728,437,3749,0,0,0,92,0,101,51,101,101,271,271,275,275,205,0,0,0,0,0,0,0,0,38,66,0,0,0,0,0
16051,52,201375,738,441,3788,0,0,0,93,0,102,51,102,102,274,274,278,278,207,0,0,0,0,0,0,0,0,38,66,0,0,0,0,0
16052,53,221375,746,445,3833,0,0,0,93,0,103,52,103,103,276,276,280,280,209,0,0,0,0,0,0,0,0,38,67,0,0,0,0,0
16053,54,243875,757,451,3872,0,0,0,94,0,104,52,104,104,279,279,283,283,210,0,0,0,0,0,0,0,0,38,67,0,0,0,0,0
16054,55,268875,767,455,3909,0,0,0,94,0,105,53,105,105,282,282,286,286,212,0,0,0,0,0,0,0,0,39,67,0,0,0,0,0
16055,56,306375,775,461,3949,0,0,0,95,0,106,53,106,106,284,284,289,289,213,0,0,0,0,0,0,0,0,39,68,0,0,0,0,0
16056,57,356375,785,465,3989,0,0,0,95,0,108,54,108,108,287,287,292,292,215,0,0,0,0,0,0,0,0,39,68,0,0,0,0,0
16057,58,418875,796,469,4029,0,0,0,96,0,109,55,109,109,290,290,295,295,216,0,0,0,0,0,0,0,0,39,68,0,0,0,0,0
16058,59,493875,803,475,4076,0,0,0,96,0,109,55,109,109,292,292,298,298,218,0,0,0,0,0,0,0,0,39,69,0,0,0,0,0
16059,60,581375,814,479,4114,0,0,0,96,0,110,55,110,110,295,295,301,301,220,0,0,0,0,0,0,0,0,39,69,0,0,0,0,0
16060,61,668875,936,566,5584,0,0,0,126,0,132,66,132,132,357,357,360,360,271,0,0,0,0,0,0,0,0,50,88,0,0,0,0,0
16061,62,756375,944,571,5628,0,0,0,127,0,134,67,134,134,360,360,363,363,273,0,0,0,0,0,0,0,0,51,89,0,0,0,0,0
16062,63,843875,954,575,5672,0,0,0,127,0,135,68,135,135,362,362,366,366,275,0,0,0,0,0,0,0,0,51,89,0,0,0,0,0
16063,64,931375,965,581,5717,0,0,0,128,0,136,68,136,136,365,365,369,369,276,0,0,0,0,0,0,0,0,51,89,0,0,0,0,0
16064,65,1018875,972,585,5760,0,0,0,128,0,137,69,137,137,368,368,372,372,278,0,0,0,0,0,0,0,0,51,89,0,0,0,0,0
16065,66,1106375,983,591,5813,0,0,0,129,0,138,69,138,138,371,371,375,375,279,0,0,0,0,0,0,0,0,51,90,0,0,0,0,0
16066,67,1193875,993,595,5859,0,0,0,129,0,139,70,139,139,373,373,378,378,281,0,0,0,0,0,0,0,0,51,90,0,0,0,0,0
16067,68,1281375,1004,601,5905,0,0,0,130,0,140,70,140,140,376,376,381,381,283,0,0,0,0,0,0,0,0,52,90,0,0,0,0,0
16068,69,1368875,1011,605,5952,0,0,0,130,0,141,71,141,141,379,379,384,384,284,0,0,0,0,0,0,0,0,52,91,0,0,0,0,0
16069,70,1456375,1022,610,5996,0,0,0,131,0,142,71,142,142,382,382,387,387,286,0,0,0,0,0,0,0,0,52,91,0,0,0,0,0
16070,71,1543875,1149,701,7836,0,0,0,162,0,165,83,165,165,447,447,449,449,339,0,0,0,0,0,0,0,0,63,110,0,0,0,0,0
16071,72,1631375,1160,706,7887,0,0,0,162,0,166,83,166,166,449,449,452,452,341,0,0,0,0,0,0,0,0,63,111,0,0,0,0,0
16072,73,1718875,1170,711,7948,0,0,0,163,0,167,84,167,167,452,452,455,455,342,0,0,0,0,0,0,0,0,63,111,0,0,0,0,0
16073,74,1806375,1180,715,7999,0,0,0,163,0,168,84,168,168,455,455,459,459,344,0,0,0,0,0,0,0,0,64,111,0,0,0,0,0
16074,75,1893875,1191,721,8049,0,0,0,164,0,169,85,169,169,458,458,462,462,346,0,0,0,0,0,0,0,0,64,112,0,0,0,0,0
16075,76,1981375,1201,727,8101,0,0,0,164,0,170,85,170,170,461,461,465,465,347,0,0,0,0,0,0,0,0,64,112,0,0,0,0,0
16076,77,2068875,1212,731,8154,0,0,0,165,0,171,86,171,171,464,464,468,468,349,0,0,0,0,0,0,0,0,64,112,0,0,0,0,0
16077,78,2156375,1219,736,8207,0,0,0,165,0,172,86,172,172,467,467,471,471,351,0,0,0,0,0,0,0,0,64,112,0,0,0,0,0
16078,79,2243875,1230,741,8270,0,0,0,166,0,173,87,173,173,469,469,474,474,352,0,0,0,0,0,0,0,0,64,113,0,0,0,0,0
16079,80,2331375,1240,746,8320,0,0,0,166,0,174,87,174,174,472,472,477,477,354,0,0,0,0,0,0,0,0,65,113,0,0,0,0,0
16080,81,2418875,1375,841,10572,0,0,0,199,0,198,99,198,198,540,540,543,543,408,0,0,0,0,0,0,0,0,76,132,0,0,0,0,0
16081,82,2506375,1386,846,10631,0,0,0,199,0,199,100,199,199,543,543,546,546,410,0,0,0,0,0,0,0,0,76,133,0,0,0,0,0
16082,83,2593875,1396,851,10691,0,0,0,200,0,201,101,201,201,546,546,549,549,411,0,0,0,0,0,0,0,0,76,133,0,0,0,0,0
16083,84,2681375,1407,857,10750,0,0,0,200,0,202,101,202,202,549,549,552,552,413,0,0,0,0,0,0,0,0,76,133,0,0,0,0,0
16084,85,2768875,1417,861,10807,0,0,0,201,0,203,102,203,203,552,552,555,555,415,0,0,0,0,0,0,0,0,76,134,0,0,0,0,0
16085,86,2856375,1427,867,10879,0,0,0,201,0,204,102,204,204,555,555,558,558,417,0,0,0,0,0,0,0,0,77,134,0,0,0,0,0
16086,87,2943875,1438,872,10939,0,0,0,202,0,205,103,205,205,558,558,562,562,418,0,0,0,0,0,0,0,0,77,134,0,0,0,0,0
16087,88,3031375,1448,876,11000,0,0,0,202,0,206,103,206,206,561,561,565,565,420,0,0,0,0,0,0,0,0,77,135,0,0,0,0,0
16088,89,3118875,1459,882,11061,0,0,0,203,0,207,104,207,207,564,564,568,568,422,0,0,0,0,0,0,0,0,77,135,0,0,0,0,0
16089,90,3206375,1469,888,11120,0,0,0,204,0,208,104,208,208,567,567,571,571,424,0,0,0,0,0,0,0,0,77,135,0,0,0,0,0
16090,91,3293875,1609,986,13827,0,0,0,237,0,233,117,233,233,638,638,640,640,479,0,0,0,0,0,0,0,0,88,154,0,0,0,0,0
16091,92,3381375,1620,991,13895,0,0,0,238,0,234,117,234,234,641,641,643,643,481,0,0,0,0,0,0,0,0,88,155,0,0,0,0,0
16092,93,3468875,1630,997,13976,0,0,0,238,0,235,118,235,235,644,644,646,646,483,0,0,0,0,0,0,0,0,89,155,0,0,0,0,0
16093,94,3556375,1641,1001,14044,0,0,0,239,0,236,118,236,236,647,647,650,650,484,0,0,0,0,0,0,0,0,89,155,0,0,0,0,0
16094,95,3643875,1654,1007,14110,0,0,0,240,0,238,119,238,238,650,650,653,653,486,0,0,0,0,0,0,0,0,89,156,0,0,0,0,0
16095,96,3731375,1664,1012,14179,0,0,0,240,0,239,120,239,239,653,653,656,656,488,0,0,0,0,0,0,0,0,89,156,0,0,0,0,0
16096,97,3818875,1674,1018,14249,0,0,0,241,0,240,120,240,240,656,656,659,659,490,0,0,0,0,0,0,0,0,89,156,0,0,0,0,0
16097,98,3906375,1685,1023,14319,0,0,0,241,0,241,121,241,241,659,659,662,662,491,0,0,0,0,0,0,0,0,89,157,0,0,0,0,0
16098,99,3993875,1695,1028,14402,0,0,0,242,0,242,121,242,242,662,662,666,666,493,0,0,0,0,0,0,0,0,90,157,0,0,0,0,0
16099,100,4081375,1706,1033,14469,0,0,0,242,0,243,122,243,243,665,665,669,669,495,0,0,0,0,0,0,0,0,90,157,0,0,0,0,0
#典韦,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17000,1,87,48,44,144,0,5,0,0,0,6,6,6,3,14,14,14,14,10,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
17001,2,100,57,52,172,0,5,0,0,0,7,7,7,4,16,16,17,17,12,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
17002,3,112,66,60,199,0,6,0,0,0,8,8,8,4,19,19,19,19,13,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0
17003,4,125,75,68,228,0,6,0,0,0,10,10,10,5,21,21,22,22,15,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0
17004,5,137,87,75,254,0,7,0,0,0,11,11,11,5,23,23,24,24,16,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0
17005,6,150,96,83,286,0,7,0,0,0,12,12,12,6,26,26,27,27,18,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0
17006,7,162,105,91,315,0,8,0,0,0,13,13,13,7,28,28,29,29,19,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0
17007,8,175,114,99,344,0,8,0,0,0,14,14,14,7,30,30,32,32,21,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0
17008,9,200,126,107,375,0,8,0,0,0,16,16,16,8,33,33,35,35,22,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0
17009,10,225,135,117,403,0,10,0,0,0,17,17,17,8,35,35,37,37,24,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0
17010,11,375,162,146,507,0,14,0,0,0,22,22,22,11,46,46,48,48,33,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0
17011,12,750,171,153,537,0,16,0,0,0,23,23,23,11,48,48,50,50,34,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0
17012,13,1125,183,161,570,0,16,0,0,0,23,23,23,11,51,51,53,53,36,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0
17013,14,1500,192,169,600,0,17,0,0,0,24,24,24,12,53,53,55,55,37,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0
17014,15,1875,201,179,628,0,17,0,0,0,25,25,25,13,55,55,58,58,39,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0
17015,16,2375,210,187,659,0,17,0,0,0,26,26,26,13,58,58,61,61,40,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0
17016,17,2875,222,195,690,0,18,0,0,0,28,28,28,14,60,60,63,63,42,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0
17017,18,3625,231,203,722,0,18,0,0,0,29,29,29,14,63,63,66,66,43,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0
17018,19,4375,240,211,756,0,19,0,0,0,30,30,30,15,65,65,68,68,45,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0
17019,20,5125,252,221,785,0,19,0,0,0,31,31,31,16,68,68,71,71,46,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0
17020,21,6125,297,273,1009,0,30,0,0,0,40,40,40,20,87,87,90,90,63,0,0,0,0,0,0,0,0,11,19,0,0,0,0,0
17021,22,7375,306,281,1041,0,30,0,0,0,41,41,41,20,89,89,92,92,65,0,0,0,0,0,0,0,0,11,19,0,0,0,0,0
17022,23,8875,318,289,1073,0,31,0,0,0,42,42,42,21,92,92,95,95,66,0,0,0,0,0,0,0,0,11,20,0,0,0,0,0
17023,24,10625,327,296,1104,0,31,0,0,0,43,43,43,22,94,94,97,97,68,0,0,0,0,0,0,0,0,11,20,0,0,0,0,0
17024,25,12625,336,304,1135,0,32,0,0,0,44,44,44,22,96,96,100,100,69,0,0,0,0,0,0,0,0,12,20,0,0,0,0,0
17025,26,14875,348,315,1170,0,32,0,0,0,46,46,46,23,99,99,103,103,71,0,0,0,0,0,0,0,0,12,20,0,0,0,0,0
17026,27,17375,357,322,1203,0,32,0,0,0,47,47,47,23,101,101,105,105,72,0,0,0,0,0,0,0,0,12,21,0,0,0,0,0
17027,28,20125,366,330,1236,0,34,0,0,0,48,48,48,24,104,104,108,108,74,0,0,0,0,0,0,0,0,12,21,0,0,0,0,0
17028,29,23125,378,338,1271,0,34,0,0,0,49,49,49,25,106,106,111,111,75,0,0,0,0,0,0,0,0,12,21,0,0,0,0,0
17029,30,26375,387,346,1301,0,35,0,0,0,50,50,50,25,109,109,113,113,77,0,0,0,0,0,0,0,0,12,22,0,0,0,0,0
17030,31,29875,453,424,1709,0,50,0,0,0,62,62,62,31,137,137,141,141,102,0,0,0,0,0,0,0,0,18,32,0,0,0,0,0
17031,32,33875,462,432,1744,0,52,0,0,0,64,64,64,32,140,140,143,143,103,0,0,0,0,0,0,0,0,18,32,0,0,0,0,0
17032,33,38125,474,439,1782,0,52,0,0,0,65,65,65,32,142,142,146,146,105,0,0,0,0,0,0,0,0,18,32,0,0,0,0,0
17033,34,42625,483,447,1817,0,52,0,0,0,66,66,66,33,145,145,149,149,107,0,0,0,0,0,0,0,0,19,32,0,0,0,0,0
17034,35,47375,495,458,1850,0,53,0,0,0,67,67,67,34,147,147,152,152,108,0,0,0,0,0,0,0,0,19,33,0,0,0,0,0
17035,36,52375,504,465,1884,0,53,0,0,0,68,68,68,34,150,150,154,154,110,0,0,0,0,0,0,0,0,19,33,0,0,0,0,0
17036,37,57625,516,473,1921,0,54,0,0,0,70,70,70,35,152,152,157,157,111,0,0,0,0,0,0,0,0,19,33,0,0,0,0,0
17037,38,63125,525,481,1956,0,54,0,0,0,71,71,71,35,155,155,160,160,113,0,0,0,0,0,0,0,0,19,34,0,0,0,0,0
17038,39,68875,534,491,1997,0,55,0,0,0,72,72,72,36,157,157,162,162,114,0,0,0,0,0,0,0,0,19,34,0,0,0,0,0
17039,40,75125,546,499,2031,0,55,0,0,0,73,73,73,37,160,160,165,165,116,0,0,0,0,0,0,0,0,20,34,0,0,0,0,0
17040,41,82000,633,601,2709,0,77,0,0,0,90,90,90,45,198,198,202,202,149,0,0,0,0,0,0,0,0,27,47,0,0,0,0,0
17041,42,89500,645,611,2747,0,78,0,0,0,91,91,91,46,201,201,205,205,151,0,0,0,0,0,0,0,0,27,48,0,0,0,0,0
17042,43,97625,654,619,2784,0,78,0,0,0,92,92,92,46,203,203,208,208,152,0,0,0,0,0,0,0,0,27,48,0,0,0,0,0
17043,44,106375,666,627,2823,0,79,0,0,0,94,94,94,47,206,206,211,211,154,0,0,0,0,0,0,0,0,28,48,0,0,0,0,0
17044,45,115125,675,637,2859,0,79,0,0,0,95,95,95,47,209,209,213,213,155,0,0,0,0,0,0,0,0,28,49,0,0,0,0,0
17045,46,124500,687,645,2903,0,80,0,0,0,96,96,96,48,211,211,216,216,157,0,0,0,0,0,0,0,0,28,49,0,0,0,0,0
17046,47,134500,696,653,2943,0,80,0,0,0,97,97,97,49,214,214,219,219,159,0,0,0,0,0,0,0,0,28,49,0,0,0,0,0
17047,48,145125,708,663,2981,0,82,0,0,0,98,98,98,49,216,216,221,221,160,0,0,0,0,0,0,0,0,28,49,0,0,0,0,0
17048,49,156375,717,671,3021,0,82,0,0,0,100,100,100,50,219,219,224,224,162,0,0,0,0,0,0,0,0,28,50,0,0,0,0,0
17049,50,168875,729,679,3059,0,82,0,0,0,101,101,101,50,221,221,227,227,163,0,0,0,0,0,0,0,0,29,50,0,0,0,0,0
17050,51,183875,840,811,4124,0,110,0,0,0,121,121,121,61,271,271,275,275,205,0,0,0,0,0,0,0,0,38,66,0,0,0,0,0
17051,52,201375,852,819,4167,0,112,0,0,0,122,122,122,61,274,274,278,278,207,0,0,0,0,0,0,0,0,38,66,0,0,0,0,0
17052,53,221375,861,827,4216,0,112,0,0,0,124,124,124,62,276,276,280,280,209,0,0,0,0,0,0,0,0,38,67,0,0,0,0,0
17053,54,243875,873,837,4259,0,113,0,0,0,125,125,125,62,279,279,283,283,210,0,0,0,0,0,0,0,0,38,67,0,0,0,0,0
17054,55,268875,885,845,4300,0,113,0,0,0,126,126,126,63,282,282,286,286,212,0,0,0,0,0,0,0,0,39,67,0,0,0,0,0
17055,56,306375,894,855,4344,0,114,0,0,0,127,127,127,64,284,284,289,289,213,0,0,0,0,0,0,0,0,39,68,0,0,0,0,0
17056,57,356375,906,863,4388,0,114,0,0,0,130,130,130,65,287,287,292,292,215,0,0,0,0,0,0,0,0,39,68,0,0,0,0,0
17057,58,418875,918,871,4432,0,115,0,0,0,131,131,131,65,290,290,295,295,216,0,0,0,0,0,0,0,0,39,68,0,0,0,0,0
17058,59,493875,927,881,4484,0,115,0,0,0,131,131,131,65,292,292,298,298,218,0,0,0,0,0,0,0,0,39,69,0,0,0,0,0
17059,60,581375,939,889,4525,0,115,0,0,0,132,132,132,66,295,295,301,301,220,0,0,0,0,0,0,0,0,39,69,0,0,0,0,0
17060,61,668875,1080,1050,6142,0,151,0,0,0,158,158,158,79,357,357,360,360,271,0,0,0,0,0,0,0,0,50,88,0,0,0,0,0
17061,62,756375,1089,1061,6191,0,152,0,0,0,161,161,161,80,360,360,363,363,273,0,0,0,0,0,0,0,0,51,89,0,0,0,0,0
17062,63,843875,1101,1069,6239,0,152,0,0,0,162,162,162,81,362,362,366,366,275,0,0,0,0,0,0,0,0,51,89,0,0,0,0,0
17063,64,931375,1113,1079,6289,0,154,0,0,0,163,163,163,82,365,365,369,369,276,0,0,0,0,0,0,0,0,51,89,0,0,0,0,0
17064,65,1018875,1122,1087,6336,0,154,0,0,0,164,164,164,82,368,368,372,372,278,0,0,0,0,0,0,0,0,51,89,0,0,0,0,0
17065,66,1106375,1134,1097,6394,0,155,0,0,0,166,166,166,83,371,371,375,375,279,0,0,0,0,0,0,0,0,51,90,0,0,0,0,0
17066,67,1193875,1146,1105,6445,0,155,0,0,0,167,167,167,83,373,373,378,378,281,0,0,0,0,0,0,0,0,51,90,0,0,0,0,0
17067,68,1281375,1158,1115,6496,0,156,0,0,0,168,168,168,84,376,376,381,381,283,0,0,0,0,0,0,0,0,52,90,0,0,0,0,0
17068,69,1368875,1167,1123,6547,0,156,0,0,0,169,169,169,85,379,379,384,384,284,0,0,0,0,0,0,0,0,52,91,0,0,0,0,0
17069,70,1456375,1179,1134,6596,0,157,0,0,0,170,170,170,85,382,382,387,387,286,0,0,0,0,0,0,0,0,52,91,0,0,0,0,0
17070,71,1543875,1326,1303,8620,0,194,0,0,0,198,198,198,99,447,447,449,449,339,0,0,0,0,0,0,0,0,63,110,0,0,0,0,0
17071,72,1631375,1338,1310,8676,0,194,0,0,0,199,199,199,100,449,449,452,452,341,0,0,0,0,0,0,0,0,63,111,0,0,0,0,0
17072,73,1718875,1350,1321,8743,0,196,0,0,0,200,200,200,100,452,452,455,455,342,0,0,0,0,0,0,0,0,63,111,0,0,0,0,0
17073,74,1806375,1362,1329,8799,0,196,0,0,0,202,202,202,101,455,455,459,459,344,0,0,0,0,0,0,0,0,64,111,0,0,0,0,0
17074,75,1893875,1374,1339,8854,0,197,0,0,0,203,203,203,101,458,458,462,462,346,0,0,0,0,0,0,0,0,64,112,0,0,0,0,0
17075,76,1981375,1386,1349,8911,0,197,0,0,0,204,204,204,102,461,461,465,465,347,0,0,0,0,0,0,0,0,64,112,0,0,0,0,0
17076,77,2068875,1398,1357,8969,0,198,0,0,0,205,205,205,103,464,464,468,468,349,0,0,0,0,0,0,0,0,64,112,0,0,0,0,0
17077,78,2156375,1407,1368,9028,0,198,0,0,0,206,206,206,103,467,467,471,471,351,0,0,0,0,0,0,0,0,64,112,0,0,0,0,0
17078,79,2243875,1419,1375,9097,0,199,0,0,0,208,208,208,104,469,469,474,474,352,0,0,0,0,0,0,0,0,64,113,0,0,0,0,0
17079,80,2331375,1431,1386,9152,0,199,0,0,0,209,209,209,104,472,472,477,477,354,0,0,0,0,0,0,0,0,65,113,0,0,0,0,0
17080,81,2418875,1587,1563,11629,0,239,0,0,0,238,238,238,119,540,540,543,543,408,0,0,0,0,0,0,0,0,76,132,0,0,0,0,0
