"强化规则ID
===
Id
===
int-cs","强化层级
===
Level
===
int-cs","经验基数
===
ExpLevelBase
===
int-cs","经验成长
===
ExpLevelInc
===
int-cs","装备升级配置0.材料Id
===
EquipUpConfig0.Id
===
int-cs","装备升级配置0.材料数量
===
EquipUpConfig0.MaterialCount
===
int-cs","装备升级配置1.材料Id
===
EquipUpConfig1.Id
===
int-cs","装备升级配置1.材料数量
===
EquipUpConfig1.MaterialCount
===
int-cs","装备升级配置2.材料Id
===
EquipUpConfig2.Id
===
int-cs","装备升级配置2.材料数量
===
EquipUpConfig2.MaterialCount
===
int-cs","装备升级配置3.材料Id
===
EquipUpConfig3.Id
===
int-cs","装备升级配置3.材料数量
===
EquipUpConfig3.MaterialCount
===
int-cs","装备升级配置4.材料Id
===
EquipUpConfig4.Id
===
int-cs","装备升级配置4.材料数量
===
EquipUpConfig4.MaterialCount
===
int-cs","保底等级
===
SecurityLevel
===
int-cs","强化成功率
===
SuccessRate
===
int-cs","回退经验
===
BackExp
===
int-cs","装备属性配置0.基础
===
EquipAttributeConfig0.Attr
===
float-cs","装备属性配置0.成长
===
EquipAttributeConfig0.AttrInc
===
float-cs","装备属性配置1.基础
===
EquipAttributeConfig1.Attr
===
float-cs","装备属性配置1.成长
===
EquipAttributeConfig1.AttrInc
===
float-cs","装备属性配置2.基础
===
EquipAttributeConfig2.Attr
===
float-cs","装备属性配置2.成长
===
EquipAttributeConfig2.AttrInc
===
float-cs","装备属性配置3.基础
===
EquipAttributeConfig3.Attr
===
float-cs","装备属性配置3.成长
===
EquipAttributeConfig3.AttrInc
===
float-cs","装备属性配置4.基础
===
EquipAttributeConfig4.Attr
===
float-cs","装备属性配置4.成长
===
EquipAttributeConfig4.AttrInc
===
float-cs","装备属性配置5.基础
===
EquipAttributeConfig5.Attr
===
float-cs","装备属性配置5.成长
===
EquipAttributeConfig5.AttrInc
===
float-cs","装备属性配置6.基础
===
EquipAttributeConfig6.Attr
===
float-cs","装备属性配置6.成长
===
EquipAttributeConfig6.AttrInc
===
float-cs","装备属性配置7.基础
===
EquipAttributeConfig7.Attr
===
float-cs","装备属性配置7.成长
===
EquipAttributeConfig7.AttrInc
===
float-cs","装备属性配置8.基础
===
EquipAttributeConfig8.Attr
===
float-cs","装备属性配置8.成长
===
EquipAttributeConfig8.AttrInc
===
float-cs","装备属性配置9.基础
===
EquipAttributeConfig9.Attr
===
float-cs","装备属性配置9.成长
===
EquipAttributeConfig9.AttrInc
===
float-cs","装备属性配置10.基础
===
EquipAttributeConfig10.Attr
===
float-cs","装备属性配置10.成长
===
EquipAttributeConfig10.AttrInc
===
float-cs","装备属性配置11.基础
===
EquipAttributeConfig11.Attr
===
float-cs","装备属性配置11.成长
===
EquipAttributeConfig11.AttrInc
===
float-cs","装备属性配置12.基础
===
EquipAttributeConfig12.Attr
===
float-cs","装备属性配置12.成长
===
EquipAttributeConfig12.AttrInc
===
float-cs","装备属性配置13.基础
===
EquipAttributeConfig13.Attr
===
float-cs","装备属性配置13.成长
===
EquipAttributeConfig13.AttrInc
===
float-cs","装备属性配置14.基础
===
EquipAttributeConfig14.Attr
===
float-cs","装备属性配置14.成长
===
EquipAttributeConfig14.AttrInc
===
float-cs","装备属性配置15.基础
===
EquipAttributeConfig15.Attr
===
float-cs","装备属性配置15.成长
===
EquipAttributeConfig15.AttrInc
===
float-cs","装备属性配置16.基础
===
EquipAttributeConfig16.Attr
===
float-cs","装备属性配置16.成长
===
EquipAttributeConfig16.AttrInc
===
float-cs","装备属性配置17.基础
===
EquipAttributeConfig17.Attr
===
float-cs","装备属性配置17.成长
===
EquipAttributeConfig17.AttrInc
===
float-cs","装备属性配置18.基础
===
EquipAttributeConfig18.Attr
===
float-cs","装备属性配置18.成长
===
EquipAttributeConfig18.AttrInc
===
float-cs","装备属性配置19.基础
===
EquipAttributeConfig19.Attr
===
float-cs","装备属性配置19.成长
===
EquipAttributeConfig19.AttrInc
===
float-cs","装备属性配置20.基础
===
EquipAttributeConfig20.Attr
===
float-cs","装备属性配置20.成长
===
EquipAttributeConfig20.AttrInc
===
float-cs","装备属性配置21.基础
===
EquipAttributeConfig21.Attr
===
float-cs","装备属性配置21.成长
===
EquipAttributeConfig21.AttrInc
===
float-cs","装备属性配置22.基础
===
EquipAttributeConfig22.Attr
===
float-cs","装备属性配置22.成长
===
EquipAttributeConfig22.AttrInc
===
float-cs","装备属性配置23.基础
===
EquipAttributeConfig23.Attr
===
float-cs","装备属性配置23.成长
===
EquipAttributeConfig23.AttrInc
===
float-cs","装备属性配置24.基础
===
EquipAttributeConfig24.Attr
===
float-cs","装备属性配置24.成长
===
EquipAttributeConfig24.AttrInc
===
float-cs","装备属性配置25.基础
===
EquipAttributeConfig25.Attr
===
float-cs","装备属性配置25.成长
===
EquipAttributeConfig25.AttrInc
===
float-cs","装备属性配置26.基础
===
EquipAttributeConfig26.Attr
===
float-cs","装备属性配置26.成长
===
EquipAttributeConfig26.AttrInc
===
float-cs","装备属性配置27.基础
===
EquipAttributeConfig27.Attr
===
float-cs","装备属性配置27.成长
===
EquipAttributeConfig27.AttrInc
===
float-cs","装备属性配置28.基础
===
EquipAttributeConfig28.Attr
===
float-cs","装备属性配置28.成长
===
EquipAttributeConfig28.AttrInc
===
float-cs","装备属性配置29.基础
===
EquipAttributeConfig29.Attr
===
float-cs","装备属性配置29.成长
===
EquipAttributeConfig29.AttrInc
===
float-cs","装备属性配置30.基础
===
EquipAttributeConfig30.Attr
===
float-cs","装备属性配置30.成长
===
EquipAttributeConfig30.AttrInc
===
float-cs","装备属性配置31.基础
===
EquipAttributeConfig31.Attr
===
float-cs","装备属性配置31.成长
===
EquipAttributeConfig31.AttrInc
===
float-cs"
23002,2,11390,1683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,13,6680,567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23003,3,29240,3859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,20,12364,856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23004,4,69530,7803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513,28,20940,1215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23005,5,150620,14739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812,33,33106,1395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23006,6,303110,18615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1154,33,47066,1395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23007,7,496400,22491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1497,33,61027,1395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23008,8,730490,26367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1840,33,74988,1395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23009,9,1005380,30243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2182,33,88948,1395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23010,10,1321070,34119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2526,33,102909,1395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23011,11,1677560,37995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2868,33,116870,1395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23012,12,2074850,41871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3211,33,130831,1395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23013,13,2512940,45747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3554,33,144792,1395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23014,14,2991830,49623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3896,33,158752,1395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23015,15,3511520,53499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4239,33,172713,1395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23016,16,4072010,57375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4581,33,186674,1395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23017,17,4673300,61251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4924,33,200634,1395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23018,18,5315390,65127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5268,33,214594,1395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23019,19,5998280,69003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5610,33,228555,1395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23020,20,6721970,72879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5953,33,242516,1395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#衣服-4,,1.2,1.2,,,,,,,,,,,,,,0,0,1.5,1.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
24000,0,290,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24001,1,4640,1363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,12,3240,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24002,2,19430,2871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,16,8350,709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24003,3,49880,6583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,25,15456,1071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24004,4,118610,13311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,642,36,26175,1519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24005,5,256940,25143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1015,42,41383,1744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24006,6,517070,31755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1443,42,58833,1744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24007,7,846800,38367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1872,42,76284,1744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24008,8,1246130,44979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2301,42,93735,1744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24009,9,1715060,51591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2728,42,111186,1744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24010,10,2253590,58203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3157,42,128637,1744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24011,11,2861720,64815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3585,42,146088,1744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24012,12,3539450,71427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4014,42,163539,1744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24013,13,4286780,78039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4443,42,180990,1744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24014,14,5103710,84651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4870,42,198441,1744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24015,15,5990240,91263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5299,42,215892,1744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24016,16,6946370,97875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5727,42,233343,1744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24017,17,7972100,104487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6156,42,250792,1744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24018,18,9067430,111099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6585,42,268243,1744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24019,19,10232360,117711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7012,42,285694,1744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24020,20,11466890,124323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7441,42,303145,1744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#项链-0,,0,0,,,,,,,,,,,,,,0,0,0,0,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
30000,0,50,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30001,1,800,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1728,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30002,2,3350,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4453,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30003,3,8600,1135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8243,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30004,4,20450,2295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13960,810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30005,5,44300,4335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22071,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30006,6,89150,5475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31377,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30007,7,146000,6615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40684,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30008,8,214850,7755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49992,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30009,9,295700,8895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59299,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,948,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30010,10,388550,10035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68606,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1097,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30011,11,493400,11175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77913,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1246,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30012,12,610250,12315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87220,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1395,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30013,13,739100,13455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96528,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1544,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30014,14,879950,14595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105835,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30015,15,1032800,15735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115142,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1842,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30016,16,1197650,16875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124449,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30017,17,1374500,18015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133756,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2140,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30018,18,1563350,19155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143063,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2289,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30019,19,1764200,20295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152370,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2438,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30020,20,1977050,21435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161677,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2587,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#项链-1,,0.3,0.3,,,,,,,,,,,,,,0,0,0,0,0.9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31000,0,65,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31001,1,1040,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1944,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
