"Id
===
Id
===
int-cs","名称
===
Name
===
string-cs","物品类型
===
Type
===
int-cs","品质
===
Quality
===
int-cs","展示ID(ShowTable)
===
ShowID
===
int-c","掉落时展示ID(ShowTable)
===
DropShowID
===
int-c","道具描述
===
GameItemDesc
===
string-cs","买入价格
===
BuyingRate
===
int-cs","卖出价格
===
SellingRate
===
int-cs","出售提示
===
SellWarn
===
int-c","可销毁
===
CanDelete
===
int-cs","堆叠上限
===
StackDepth
===
int-cs","经验(装备所需)
===
Exp
===
int-cs","等级需求
===
RequiredLevel
===
int-cs","使用规则
===
UseRules
===
int-cs","作用时间
===
ActionTime
===
int-cs","道具作用id
===
ActionId
===
int-cs","道具参数配置0.参数
===
ItemConfig0.Effect
===
int-cs","道具参数配置0.说明
===
ItemConfig0.Explain
===
string-cs","道具参数配置1.参数
===
ItemConfig1.Effect
===
int-cs","道具参数配置1.说明
===
ItemConfig1.Explain
===
string-cs","道具参数配置2.参数
===
ItemConfig2.Effect
===
int-cs","道具参数配置2.说明
===
ItemConfig2.Explain
===
string-cs","道具参数配置3.参数
===
ItemConfig3.Effect
===
int-cs","道具参数配置3.说明
===
ItemConfig3.Explain
===
string-cs","道具参数配置4.参数
===
ItemConfig4.Effect
===
int-cs","道具参数配置4.说明
===
ItemConfig4.Explain
===
string-cs","道具参数配置5.参数
===
ItemConfig5.Effect
===
int-cs","道具参数配置5.说明
===
ItemConfig5.Explain
===
string-cs","道具参数配置6.参数
===
ItemConfig6.Effect
===
int-cs","道具参数配置6.说明
===
ItemConfig6.Explain
===
string-cs","道具参数配置7.参数
===
ItemConfig7.Effect
===
int-cs","道具参数配置7.说明
===
ItemConfig7.Explain
===
string-cs","道具参数配置8.参数
===
ItemConfig8.Effect
===
int-cs","道具参数配置8.说明
===
ItemConfig8.Explain
===
string-cs","道具参数配置9.参数
===
ItemConfig9.Effect
===
int-cs","道具参数配置9.说明
===
ItemConfig9.Explain
===
string-cs","道具参数配置10.参数
===
ItemConfig10.Effect
===
int-cs","道具参数配置10.说明
===
ItemConfig10.Explain
===
string-cs","道具参数配置11.参数
===
ItemConfig11.Effect
===
int-cs","道具参数配置11.说明
===
ItemConfig11.Explain
===
string-cs","道具参数配置12.参数
===
ItemConfig12.Effect
===
int-cs","道具参数配置12.说明
===
ItemConfig12.Explain
===
string-cs","道具参数配置13.参数
===
ItemConfig13.Effect
===
int-cs","道具参数配置13.说明
===
ItemConfig13.Explain
===
string-cs","道具参数配置14.参数
===
ItemConfig14.Effect
===
int-cs","道具参数配置14.说明
===
ItemConfig14.Explain
===
string-cs","道具参数配置15.参数
===
ItemConfig15.Effect
===
int-cs","道具参数配置15.说明
===
ItemConfig15.Explain
===
string-cs","道具参数配置16.参数
===
ItemConfig16.Effect
===
int-cs","道具参数配置16.说明
===
ItemConfig16.Explain
===
string-cs","道具参数配置17.参数
===
ItemConfig17.Effect
===
int-cs","道具参数配置17.说明
===
ItemConfig17.Explain
===
string-cs","道具参数配置18.参数
===
ItemConfig18.Effect
===
int-cs","道具参数配置18.说明
===
ItemConfig18.Explain
===
string-cs","道具参数配置19.参数
===
ItemConfig19.Effect
===
int-cs","道具参数配置19.说明
===
ItemConfig19.Explain
===
string-cs","出处
===
ComeFrom
===
string-c","可合成Id(用;分开)
===
CanSyntheticId
===
string-c"
80099,白玉金刚镯碎片,1,1,1313,1000,用于激活武将星级的法宝材料,0,0,1,1,999,35,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80099,,1,,80121,,5,,80127,,4,,80114,,7,,80115,,2,,,80019
80100,紫云落影环碎片,1,1,1314,1000,用于激活武将星级的法宝材料,0,0,1,1,999,35,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80100,,1,,80144,,6,,80127,,4,,80111,,7,,80092,,5,,,80020
80101,玉心环碎片,1,1,1315,1000,用于激活武将星级的法宝材料,0,0,1,1,999,15,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80101,,1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,101006,80021
80102,天王镜碎片,1,1,1316,1000,用于激活武将星级的法宝材料,0,0,1,1,999,15,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80102,,1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,102001,80022
80103,五光石碎片,1,1,1317,1000,用于激活武将星级的法宝材料,0,0,1,1,999,15,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80103,,1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,102002,80023
80104,龙王镜碎片,1,1,1318,1000,用于激活武将星级的法宝材料,0,0,1,1,999,15,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80104,,1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,102003,80024
80105,幻空幛碎片,1,2,1319,1000,用于激活武将星级的法宝材料,0,0,1,1,999,15,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80105,,1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,102004,80025
80106,玄冰烈火鼎碎片,1,2,1320,1000,用于激活武将星级的法宝材料,0,0,1,1,999,20,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80106,,1,,80103,,2,,80125,,6,,-1,,-1,,-1,,-1,,104006,80026
80107,神雷鉴碎片,1,2,1321,1000,用于激活武将星级的法宝材料,0,0,1,1,999,20,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80107,,1,,80082,,3,,80103,,1,,-1,,-1,,-1,,-1,,104007,80027
80108,金砖碎片,1,2,1322,1000,用于激活武将星级的法宝材料,0,0,1,1,999,20,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80108,,1,,80124,,8,,80143,,8,,-1,,-1,,-1,,-1,,104008,80028
80109,纯阳真火碎片,1,2,1323,1000,用于激活武将星级的法宝材料,0,0,1,1,999,20,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80109,,1,,80081,,3,,80081,,2,,-1,,-1,,-1,,-1,,,80029
80110,四象宝塔碎片,1,2,1324,1000,用于激活武将星级的法宝材料,0,0,1,1,999,20,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80110,,1,,80141,,4,,80123,,5,,-1,,-1,,-1,,-1,,,80030
80111,八角鉴碎片,1,2,1325,1000,用于激活武将星级的法宝材料,0,0,1,1,999,25,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80111,,1,,80081,,2,,80127,,7,,80109,,6,,-1,,-1,,,80031
80112,天蝉纱碎片,1,2,1326,1000,用于激活武将星级的法宝材料,0,0,1,1,999,25,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80112,,1,,80145,,7,,80088,,7,,80089,,6,,-1,,-1,,,80032
80113,琉璃瓶碎片,1,2,1327,1000,用于激活武将星级的法宝材料,0,0,1,1,999,25,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80113,,1,,80105,,2,,80089,,8,,80087,,4,,-1,,-1,,,80033
80114,冰离炎碎片,1,2,1328,1000,用于激活武将星级的法宝材料,0,0,1,1,999,25,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80114,,1,,80084,,7,,80150,,6,,80126,,3,,-1,,-1,,,80034
80115,反影镜碎片,1,2,1329,1000,用于激活武将星级的法宝材料,0,0,1,1,999,25,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80115,,1,,80081,,8,,80150,,3,,80146,,3,,-1,,-1,,,80035
80116,七方炎碎片,1,2,1330,1000,用于激活武将星级的法宝材料,0,0,1,1,999,35,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80116,,1,,80084,,2,,80130,,7,,80112,,5,,80152,,6,,,80036
80117,皓月冰精碎片,1,2,1331,1000,用于激活武将星级的法宝材料,0,0,1,1,999,35,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80117,,1,,80085,,1,,80148,,4,,80155,,6,,80134,,2,,,80037
80118,青火碎片,1,2,1332,1000,用于激活武将星级的法宝材料,0,0,1,1,999,35,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80118,,1,,80124,,7,,80150,,5,,80131,,6,,80133,,8,,,80038
80119,招妖幡碎片,1,2,1333,1000,用于激活武将星级的法宝材料,0,0,1,1,999,35,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80119,,1,,80125,,1,,80150,,1,,80133,,2,,80154,,8,,,80039
80120,番天印碎片,1,2,1334,1000,用于激活武将星级的法宝材料,0,0,1,1,999,35,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80120,,1,,80102,,7,,80088,,3,,80135,,8,,80131,,3,,,80040
80121,三宝玉如意碎片,1,2,1335,1000,用于激活武将星级的法宝材料,0,0,1,1,999,15,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80121,,1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,102005,80041
80122,太极符印碎片,1,2,1336,1000,用于激活武将星级的法宝材料,0,0,1,1,999,15,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80122,,1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,102006,80042
80123,金身环碎片,1,2,1337,1000,用于激活武将星级的法宝材料,0,0,1,1,999,15,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80123,,1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,103001,80043
80124,琵琶碎片,1,2,1338,1000,用于激活武将星级的法宝材料,0,0,1,1,999,15,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80124,,1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,103002,80044
80125,缚妖索碎片,1,3,1339,1000,用于激活武将星级的法宝材料,0,0,1,1,999,15,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80125,,1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,103003,80045
80126,六阳神火鉴碎片,1,3,1340,1000,用于激活武将星级的法宝材料,0,0,1,1,999,20,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80126,,1,,80143,,1,,80083,,3,,-1,,-1,,-1,,-1,,,80046
80127,紫华炎碎片,1,3,1341,1000,用于激活武将星级的法宝材料,0,0,1,1,999,20,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80127,,1,,80125,,1,,80145,,5,,-1,,-1,,-1,,-1,,,80047
80128,天音鉴碎片,1,3,1342,1000,用于激活武将星级的法宝材料,0,0,1,1,999,20,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80128,,1,,80083,,2,,80083,,5,,-1,,-1,,-1,,-1,,,80048
80129,墨火碎片,1,3,1343,1000,用于激活武将星级的法宝材料,0,0,1,1,999,20,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80129,,1,,80124,,1,,80082,,4,,-1,,-1,,-1,,-1,,,80049
80130,盘古幡碎片,1,3,1344,1000,用于激活武将星级的法宝材料,0,0,1,1,999,20,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80130,,1,,80144,,2,,80143,,5,,-1,,-1,,-1,,-1,,,80050
80131,冲天幛碎片,1,3,1345,1000,用于激活武将星级的法宝材料,0,0,1,1,999,25,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80131,,1,,80144,,7,,80129,,3,,80148,,4,,-1,,-1,,,80051
80132,枯炎碎片,1,3,1346,1000,用于激活武将星级的法宝材料,0,0,1,1,999,25,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80132,,1,,80141,,4,,80088,,2,,80147,,8,,-1,,-1,,,80052
80133,黑雨镜碎片,1,3,1347,1000,用于激活武将星级的法宝材料,0,0,1,1,999,25,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80133,,1,,80144,,7,,80086,,5,,80130,,3,,-1,,-1,,,80053
80134,乾坤护命纱碎片,1,3,1348,1000,用于激活武将星级的法宝材料,0,0,1,1,999,25,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80134,,1,,80083,,6,,80107,,3,,80126,,3,,-1,,-1,,,80054
80135,混元伞碎片,1,3,1349,1000,用于激活武将星级的法宝材料,0,0,1,1,999,25,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80135,,1,,80083,,2,,80149,,8,,80149,,3,,-1,,-1,,,80055
80136,六阳烈炎碎片,1,3,1350,1000,用于激活武将星级的法宝材料,0,0,1,1,999,35,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80136,,1,,80141,,4,,80126,,6,,80131,,4,,80114,,1,,,80056
80137,天王甲碎片,1,3,1351,1000,用于激活武将星级的法宝材料,0,0,1,1,999,35,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80137,,1,,80081,,1,,80148,,1,,80111,,8,,80114,,4,,,80057
80138,潜龙令碎片,1,3,1352,1000,用于激活武将星级的法宝材料,0,0,1,1,999,35,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80138,,1,,80123,,4,,80086,,5,,80154,,1,,80132,,3,,,80058
80139,宝盒碎片,1,3,1353,1000,用于激活武将星级的法宝材料,0,0,1,1,999,35,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80139,,1,,80085,,6,,80147,,6,,80154,,6,,80154,,5,,,80059
80140,斗魔真炎碎片,1,3,1354,1000,用于激活武将星级的法宝材料,0,0,1,1,999,35,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80140,,1,,80145,,2,,80147,,1,,80114,,2,,80154,,6,,,80060
80141,逆火屏碎片,1,3,1355,1000,用于激活武将星级的法宝材料,0,0,1,1,999,15,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80141,,1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,103004,80061
80142,天锋鉴碎片,1,3,1356,1000,用于激活武将星级的法宝材料,0,0,1,1,999,15,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80142,,1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,103005,80062
80143,鬼面鉴碎片,1,3,1357,1000,用于激活武将星级的法宝材料,0,0,1,1,999,15,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80143,,1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,103006,80063
80144,水镜幛碎片,1,3,1358,1000,用于激活武将星级的法宝材料,0,0,1,1,999,15,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80144,,1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,103007,80064
80145,彩云环碎片,1,4,1359,1000,用于激活武将星级的法宝材料,0,0,1,1,999,15,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80145,,1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,103008,80065
80146,花狐貂碎片,1,4,1360,1000,用于激活武将星级的法宝材料,0,0,1,1,999,20,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80146,,1,,80103,,3,,80081,,4,,-1,,-1,,-1,,-1,,,80066
80147,暗阳炎碎片,1,4,1361,1000,用于激活武将星级的法宝材料,0,0,1,1,999,20,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80147,,1,,80082,,4,,80122,,2,,-1,,-1,,-1,,-1,,,80067
80148,散魂幛碎片,1,4,1362,1000,用于激活武将星级的法宝材料,0,0,1,1,999,20,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80148,,1,,80142,,6,,80085,,5,,-1,,-1,,-1,,-1,,,80068
80149,共工网碎片,1,4,1363,1000,用于激活武将星级的法宝材料,0,0,1,1,999,20,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80149,,1,,80083,,7,,80121,,7,,-1,,-1,,-1,,-1,,,80069
80150,彩云幛碎片,1,4,1364,1000,用于激活武将星级的法宝材料,0,0,1,1,999,20,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80150,,1,,80121,,4,,80122,,6,,-1,,-1,,-1,,-1,,,80070
80151,明月金刚目碎片,1,4,1365,1000,用于激活武将星级的法宝材料,0,0,1,1,999,25,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80151,,1,,80082,,7,,80090,,3,,80109,,1,,-1,,-1,,,80071
80152,双向屏碎片,1,4,1366,1000,用于激活武将星级的法宝材料,0,0,1,1,999,25,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80152,,1,,80125,,6,,80129,,3,,80110,,4,,-1,,-1,,,80072
80153,龙王甲碎片,1,4,1367,1000,用于激活武将星级的法宝材料,0,0,1,1,999,25,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80153,,1,,80144,,8,,80149,,3,,80130,,3,,-1,,-1,,,80073
80154,三昧真火碎片,1,4,1368,1000,用于激活武将星级的法宝材料,0,0,1,1,999,25,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80154,,1,,80143,,8,,80107,,6,,80108,,8,,-1,,-1,,,80074
80155,五雷天幛碎片,1,4,1369,1000,用于激活武将星级的法宝材料,0,0,1,1,999,25,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80155,,1,,80105,,1,,80109,,5,,80148,,2,,-1,,-1,,,80075
80156,心火碎片,1,4,1370,1000,用于激活武将星级的法宝材料,0,0,1,1,999,35,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80156,,1,,80101,,6,,80129,,5,,80151,,1,,80132,,1,,,80076
80157,贝叶灵符碎片,1,4,1371,1000,用于激活武将星级的法宝材料,0,0,1,1,999,35,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80157,,1,,80143,,8,,80109,,5,,80092,,5,,80133,,4,,,80077
80158,紫金钵盂碎片,1,4,1372,1000,用于激活武将星级的法宝材料,0,0,1,1,999,35,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80158,,1,,80125,,7,,80108,,8,,80152,,5,,80154,,5,,,80078
80159,九子魂魄 碎片,1,4,1373,1000,用于激活武将星级的法宝材料,0,0,1,1,999,35,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80159,,1,,80105,,5,,80130,,8,,80155,,2,,80112,,5,,,80079
80160,黑火碎片,1,4,1374,1000,用于激活武将星级的法宝材料,0,0,1,1,999,35,0,0,0,7,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,-1,属性参数,-1,增加属性,80160,,1,,80123,,8,,80107,,8,,80155,,5,,80115,,4,,,80080
#男性武将碎片,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90000,申公豹碎片,0,0,60000,1000,当集齐[038f14]20个[-]碎片即可激活武将[038f14]【申公豹】[-]，也是武将进阶的必要材料。,0,0,1,0,999,15,0,0,0,7,-1,20,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
90001,纣王碎片,0,0,60001,1000,当集齐[038f14]20个[-]碎片即可激活武将[038f14]【纣王】[-]，也是武将进阶的必要材料。,0,0,1,0,999,15,0,0,0,7,-1,20,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,101004;102004;103002;104001;104006,
90002,姜子牙碎片,0,2,60002,1000,当集齐[038f14]80个[-]碎片即可激活武将[038f14]【姜子牙】[-]，也是武将进阶的必要材料。,0,0,1,0,999,25,0,0,0,7,-1,80,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,,
90003,杨戬碎片,0,1,60003,1000,当集齐[038f14]50个[-]碎片即可激活武将[038f14]【杨戬】[-]，也是武将进阶的必要材料。,0,0,1,0,999,20,0,0,0,7,-1,50,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,101003;102002;103004;104005,
90004,雷震子碎片,0,0,60004,1000,当集齐[038f14]20个[-]碎片即可激活武将[038f14]【雷震子】[-]，也是武将进阶的必要材料。,0,0,1,0,999,15,0,0,0,7,-1,20,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,102001;102005;103005;104004,
90005,白起碎片,0,0,60005,1000,当集齐[038f14]20个[-]碎片即可激活武将[038f14]【白起】[-]，也是武将进阶的必要材料。,0,0,1,0,999,15,0,0,0,7,-1,20,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,101001;103001;103008;104003;104008,
